나라,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
멕시코,63.0523,65.2399,63.7437,66.2922,74.2001,75.1679,80.8446,90.0055,93.8872,102.1762,113.9507,126.1868,132.2713,144.0584,154.7273,164.139,183.7396,192.3942,222.1162,240.2588,267.7438,283.7074,303.9051,277.5659,276.6486,287.3705,293.4122,306.0221,305.6656,323.4803,317.0424,330.1332,332.7801,338.0672,351.8431,331.1427,341.7647,362.68,381.3076,386.2703,391.725,407.7306,410.5061,436.1797,438.7995,463.644,474.7442,473.7479,473.1073,460.4174,456.5974,483.4047,501.5688,495.4852,484.1137,479.5198,479.7898,465.6209,470.2859,468.3221,442.2891,468.7913,511.972
미크로네시아 (연방 국가),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13557,0.1429,0.15389,0.17954,0.1832,0.19419,0.20152,0.19053,0.17954,0.16488,0.15022,0.16122,0.1429,0.11725,0.11358,0.1319,0.10992,0.14656,0.10259,0.11725,0.12458,0.13557,0.13557,0.1429,0.1429,0.1429,0.1429,0.14656,0.14656,0.15293,0.15121
몰도바,15.0057,15.4889,16.2729,17.4576,18.5727,19.7171,20.8392,21.805,22.4303,23.3672,24.5934,26.1057,27.4764,28.6535,29.7644,31.3017,32.5037,33.6122,34.7635,35.0392,36.4127,35.7494,36.4059,36.9392,37.2732,40.1564,38.828,37.5342,39.2109,38.3355,36.2395,29.2737,20.9781,15.8458,12.427,11.4054,11.6871,7.3013,6.4438,4.6845,3.573,3.7866,4.0517,4.4043,4.6134,4.9375,5.0297,4.9786,5.1904,4.5395,4.8309,4.945,4.7657,4.8994,4.7588,4.7818,4.9037,5.2205,5.4454,5.495,5.2412,5.597,5.422
몽골,1.2934,1.3923,1.9712,1.6012,2.0445,1.9566,1.9529,2.1506,2.4802,2.6818,2.8465,3.0324,3.2759,3.4721,3.7408,4.0546,4.39,4.9607,5.7638,6.2773,6.8552,6.6147,6.7123,6.9691,6.4247,8.998,9.5951,10.4825,11.4929,10.459,9.7911,11.9598,10.9426,9.193,7.8648,7.8371,7.9354,7.6151,7.6215,7.4876,7.4319,7.804,8.1966,7.931,8.5011,8.5151,9.2812,11.9578,11.9178,13.0264,13.7723,21.3679,34.9999,43.478,29.6261,23.2823,25.6291,34.1354,45.3156,47.2545,37.0768,38.2567,37.8945
몬테네그로,0.5319,0.55752,0.57212,0.63646,0.72108,0.74192,0.73517,0.74258,0.79423,0.82347,1.0761,1.1598,1.087,1.2985,1.3042,1.3609,1.4046,1.366,1.5264,1.6603,1.6326,1.7768,1.6323,1.7577,1.8537,1.8909,1.9748,1.928,1.9894,1.9834,1.962,1.3881,1.4833,1.2936,1.2567,1.3273,1.553,1.6698,1.7576,1.2119,1.5208,1.6673,1.7662,1.8892,2.0413,1.7508,2.0628,2.0555,2.6051,1.6818,2.4219,2.4072,2.2131,2.1508,2.1068,2.2387,2.0152,2.1031,2.3999,2.4769,2.4072,2.3048,2.2925
몬세라트,0,0,0.003664,0.003664,0.007328,0.003664,0.007328,0.007328,0.007328,0.007328,0.014656,0.014656,0.014656,0.014656,0.014656,0.010992,0.010992,0.025648,0.025648,0.025648,0.014656,0.01832,0.01832,0.021984,0.021984,0.025648,0.029312,0.029312,0.029312,0.029312,0.029312,0.029312,0.029312,0.029312,0.032976,0.032976,0.03664,0.032976,0.029312,0.03664,0.025648,0.025648,0.047632,0.03664,0.047632,0.040304,0.040304,0.040304,0.047632,0.043968,0.058624,0.03664,0.040304,0.047632,0.047632,0.05496,0.029312,0.029312,0.029312,0.021984,0.021984,0.021184,0.02138
모로코,3.636,3.7714,3.0749,3.9541,4.415,4.2544,5.4595,5.4083,5.6202,5.8174,7.282,8.1863,8.0276,9.6126,11.0985,11.0654,11.4897,12.6245,12.9917,15.8502,15.8177,15.7181,16.9046,17.6265,17.6452,17.6818,18.6839,19.9049,20.9308,22.6607,22.298,23.6882,24.7368,26.7789,28.1238,28.7503,29.5245,29.9776,30.8812,31.9857,33.199,36.8057,37.3063,36.5701,42.2256,44.6608,46.2494,48.9127,51.3691,50.8597,54.3652,54.8676,56.9535,56.6064,57.1749,58.4952,58.4575,61.1071,62.3092,68.7431,64.5608,72.641,68.4118
모잠비크,1.8824,2.6299,1.9852,1.6591,2.139,2.0033,2.1242,1.8713,2.7762,3.2378,2.9809,3.611,3.2957,3.5589,3.1455,2.8824,2.5554,2.7064,2.8658,2.6346,3.1985,2.479,2.5239,1.9545,1.5109,1.1349,0.97714,0.97675,1.0062,1.0345,1.0254,0.94146,1.0272,1.1403,1.098,1.131,1.0918,1.1702,1.1119,1.1683,1.3219,1.554,1.5371,1.8555,1.864,1.7697,1.9156,2.1889,2.1799,2.439,2.6345,3.1066,3.0547,3.5818,8.1221,6.7306,8.5473,6.9054,7.0102,7.1011,6.3761,7.1903,8.0032
미얀마,2.7148,2.5903,2.8797,2.6339,2.8574,2.7255,2.8061,3.6158,2.9268,3.2126,4.6123,5.0995,4.8943,4.1066,4.6709,4.5829,4.8928,5.1657,5.1461,5.086,5.5088,5.623,5.5795,5.7538,6.5485,6.6755,6.7563,4.9434,4.0867,4.4253,4.2357,4.1374,4.8419,5.303,6.174,6.8926,7.188,7.4196,8.0462,8.9336,10.2194,8.8557,9.3281,9.9971,12.5655,11.555,12.8135,12.8411,9.7721,10.2073,13.1216,15.122,11.8185,12.7222,15.8493,21.8871,21.1404,23.6301,34.0168,33.6169,34.6098,35.6193,34.9222
나미비아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0552,1.1505,1.3887,1.5719,1.6195,1.7221,1.7697,1.8173,1.6635,1.6048,2.0115,1.788,1.8833,1.9712,2.312,2.3376,2.2644,2.704,2.7627,2.8396,2.7821,3.3551,2.5677,3.678,3.8513,4.0512,4.2162,4.1549,4.1111,3.6818,3.7323,3.953
나우루,,,,,0.029312,0.032976,0.032976,0.047632,0.047632,0.065952,0.065952,0.087936,0.076944,0.084272,0.098928,0.10259,0.10259,0.11358,0.11358,0.11358,0.12458,0.12458,0.12458,0.12458,0.12458,0.12458,0.16122,0.15755,0.15755,0.15755,0.12458,0.12458,0.12091,0.11358,0.10992,0.10626,0.10259,0.10259,0.098928,0.0916,0.084272,0.080608,0.076944,0.065952,0.065952,0.062288,0.043968,0.043968,0.043968,0.040304,0.043968,0.040304,0.043968,0.047632,0.051296,0.05496,0.051296,0.05496,0.05496,0.05496,0.051296,0.053526,0.052922
네팔,0.080608,0.080608,0.087936,0.098928,0.15022,0.17954,0.19053,0.21251,0.25282,0.39938,0.22717,0.19786,0.26747,0.42136,0.42488,0.35171,0.28184,0.3364,0.32898,0.51236,0.5413,0.45319,0.44236,0.49242,0.70142,0.67602,0.69701,0.86068,0.97597,0.89356,0.72144,1.0263,1.2329,1.3973,1.6194,2.3089,2.3528,2.6411,2.2233,3.1911,3.0374,3.2361,2.5964,2.8104,2.5824,2.9868,2.4565,2.5703,3.3518,4.1294,4.8243,5.2204,5.4703,6.2178,7.5913,6.9047,10.0851,12.4298,14.7987,13.5749,14.9024,15.6283,15.5
네덜란드,73.4376,75.8188,83.2819,91.1446,96.7766,100.4036,103.5575,106.6822,113.4455,115.8021,141.8033,140.6661,157.4954,165.2598,159.9851,152.5254,169.1308,163.6057,169.7931,187.007,176.6318,164.1098,133.4871,137.3573,144.0729,146.98,144.0144,151.4804,145.6027,161.6642,162.6651,171.1106,170.9181,170.8633,171.6482,173.2011,182.2965,175.2853,176.2376,170.8543,172.0163,177.1462,176.4661,179.8969,181.7804,177.8591,172.9913,172.7467,175.711,170.3362,182.359,169.1238,165.4818,164.8742,157.4676,163.8022,164.6913,162.2026,158.1339,152.5094,136.6846,139.907,125.3582
뉴칼레도니아,0.86104,0.88669,0.56426,0.61922,1.0992,1.2311,1.5096,1.4729,1.8393,1.5572,2.3926,2.4182,1.7038,2.5976,2.7807,2.5279,2.3884,2.139,1.5413,1.6399,1.9986,1.3903,1.2618,1.1512,1.2022,1.451,1.4008,1.4545,1.5012,1.6395,1.5764,1.7586,1.5755,1.8282,1.9712,2.0631,2.1839,1.8175,1.81,2.0555,2.2205,1.8766,2.3922,2.7256,2.5149,2.8097,2.7066,2.9268,2.848,3.0358,3.6576,3.6944,3.7056,3.9701,5.0091,4.8769,5.4817,5.5838,5.913,5.6729,5.1092,4.5368,5.1152
뉴질랜드,11.5318,11.7551,11.1983,12.2165,13.092,13.6853,14.0003,13.6268,13.4731,14.257,14.18,15.049,16.1896,18.2003,18.76,18.2703,19.2485,20.3134,18.024,16.4944,17.4789,16.561,18.2702,17.9981,19.3366,21.858,22.946,24.1653,25.4493,25.4532,25.5025,26.1825,28.1667,27.761,27.8998,28.0032,29.3042,31.2783,29.8582,31.4652,32.2455,34.3785,34.5416,36.241,35.8357,37.4234,37.3295,36.4098,37.5084,34.6199,34.8104,34.2651,35.9442,35.2402,35.438,35.8121,34.153,35.6872,35.7042,36.8789,34.2373,34.318,32.2118
니카라과,0.53116,0.56044,0.65934,0.84251,0.94874,0.78016,0.95964,1.0805,1.2307,1.2856,1.4028,1.5054,1.6044,1.8276,1.9483,1.9266,2.2222,2.8331,2.6275,1.7093,2.0223,2.1349,2.1107,1.9967,1.846,1.9848,2.2555,2.431,2.24,1.4683,2.0439,1.9863,2.3726,2.2824,2.518,2.7551,2.8472,3.1145,3.3927,3.5972,3.7213,3.9217,3.9898,4.3352,4.3778,4.2701,4.4181,4.5507,4.3655,4.4451,4.4678,4.8059,4.5498,4.6054,4.7451,5.431,5.4061,5.4613,5.1992,5.2226,4.7484,5.3841,5.5504
니제르,0.029312,0.05496,0.065952,0.087936,0.095264,0.0916,0.13551,0.13181,0.16113,0.19044,0.21606,0.23037,0.25201,0.3269,0.28834,0.33251,0.33071,0.36326,0.41341,0.47599,0.56627,0.68034,0.7422,0.95793,0.98681,0.99002,0.89438,0.99285,0.983,1.034,0.5988,0.56622,0.52461,0.5985,0.57702,0.55814,0.63878,0.64428,0.69617,0.68156,0.68697,0.64604,0.68466,0.7437,0.79182,0.69119,0.6711,0.70955,0.79215,0.95218,1.16,1.3167,1.8445,2.0784,2.2563,2.2061,2.1452,2.2498,1.8034,2.5134,2.8167,3.039,3.0582
나이지리아,3.4032,4.1096,4.175,5.3436,7.2667,11.7501,12.8932,12.8245,6.6259,12.0999,21.52,32.2515,41.3876,49.5323,62.2355,47.3517,55.1896,50.5046,48.2229,70.1856,68.0352,65.8105,65.3936,59.7052,69.4059,69.636,73.1922,59.0244,70.4213,42.1194,38.8573,41.9292,46.2653,44.8142,80.4622,84.3434,97.8897,95.7815,86.4926,84.9922,96.8467,100.1922,89.9186,100.0877,94.837,101.4742,89.9501,81.9405,87.2737,77.2292,111.4268,125.4293,109.0659,116.3448,122.9804,109.2172,116.9326,112.7592,105.5996,127.3376,123.8222,131.1133,128.7595
니우에,,,,,,,,,,,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.003664,0.003664,0.003664,0.003664,0.003664,0.007328,0.003664,0.003664,0.007328,0.007328,0.007328,0.010992,0.007328,0.007328,0.007328,0.010992,0.007328,0.007328,0.0076465,0.0075603
북한,23.7884,26.4266,30.6874,32.8265,35.6182,44.2221,47.5999,52.392,59.269,64.0794,73.4763,107.453,89.5049,97.3253,101.6115,107.6238,110.0309,113.6652,108.2129,110.263,114.0822,114.3949,116.8921,125.1631,134.6616,144.2847,156.8353,175.6187,199.2305,209.2488,118.3789,112.8191,97.9816,89.5816,81.5803,76.0822,66.2915,63.6787,58.7493,64.1399,69.1649,71.6645,68.6416,70.1392,71.722,75.0102,76.1702,63.4781,70.3295,53.462,50.0911,36.1859,37.5651,27.0136,30.5436,24.6235,27.5719,51.7358,47.6299,52.7642,49.8143,51.3363,50.8716
북마케도니아,2.9818,3.1328,3.2103,3.5696,4.0526,4.1723,4.1294,4.173,4.4559,4.6185,6.0675,6.5285,6.0707,7.2855,7.3056,7.6162,7.85,7.6106,8.5205,9.2835,9.1082,9.9044,9.0699,9.7993,10.3594,10.5865,11.0722,10.8011,11.1663,11.1387,11.1066,7.7945,8.3942,7.5992,7.9032,7.9252,9.4166,8.4455,9.6473,8.7827,8.4676,8.288,7.8337,8.5298,8.2258,8.5957,8.6507,9.0134,8.9365,8.2365,8.1855,8.8376,8.4858,7.4892,7.2034,6.7566,6.6538,7.1521,6.672,7.6468,6.9543,7.6889,7.5884
노르웨이,13.0868,13.3355,14.0604,14.9653,16.1703,16.3899,19.5401,19.3042,21.1137,22.1938,27.9787,27.166,29.3951,30.4918,27.6902,30.6021,33.3322,33.3095,32.6246,34.6252,31.777,31.8047,30.9121,31.9473,33.8102,32.2856,34.7853,33.207,35.5917,34.1479,35.003,33.458,34.394,35.938,37.853,38.458,41.524,41.625,41.818,42.591,42.11,43.498,42.553,43.9,44.236,43.263,43.842,45.588,44.675,43.081,45.621,44.747,44.228,44.516,44.958,45.494,44.678,44.165,44.405,42.793,41.231,41.028,40.808
점령된 팔레스타인 영토,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86104,0.88302,0.916,0.93432,0.9673,0.94531,1.0369,0.8647,1.4619,1.3667,1.6598,1.3484,1.1542,1.2787,2.1947,2.7407,2.2644,2.323,2.0518,2.0885,2.0335,2.246,2.2017,2.4373,2.8366,3.0057,3.2336,3.2683,2.9591,3.2654,3.3269,3.4277,3.4969
오만,,,,,0.010992,0.025648,0.029312,0.13557,0.16122,0.2345,0.2345,2.0921,2.0885,2.1105,2.334,7.2511,8.3209,8.5005,7.7897,7.7164,6.0419,6.0126,5.7305,7.5259,8.0535,8.6185,9.8249,9.4018,10.5166,9.9857,11.2224,11.5948,11.8927,13.2248,17.3844,18.7348,18.1082,18.0535,18.4453,21.9852,23.8902,22.4045,26.8417,34.3559,29.0231,31.5967,40.1669,45.0684,47.1814,44.2525,51.1491,56.9835,62.7135,65.2514,65.8966,67.3762,65.7392,69.2307,66.1354,59.2217,65.4289,70.8684,71.9864
파키스탄,11.9264,12.3496,13.5699,15.6002,16.039,16.8296,17.1257,18.1759,20.8418,20.2134,20.5044,19.4407,18.903,20.0085,21.3874,23.1878,22.7885,24.3199,26.0506,28.1345,31.9316,34.2328,37.1896,40.0222,42.5573,46.8135,49.0586,52.9885,57.6074,60.3166,67.8274,67.4771,72.0149,77.1757,84.0183,83.6144,93.539,93.7882,96.7407,99.3893,103.9395,105.4007,112.9039,117.491,129.6235,134.6923,143.5507,155.4022,153.9217,155.4189,153.9087,154.6509,154.8856,151.5246,156.5293,166.4329,195.7915,216.1584,205.0609,206.0612,200.6028,223.4501,200.1999
팔라우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19786,0.19786,0.19786,0.19786,0.19786,0.19786,0.19786,0.19786,0.20885,0.21618,0.21251,0.21251,0.21618,0.21984,0.22717,0.25282,0.20518,0.19786,0.20885,0.21618,0.2235,0.22717,0.21984,0.20518,0.21251,0.21618,0.21251,0.21984,0.21251,0.22175,0.21925
파나마,0.99616,1.1024,1.1903,1.1829,1.2416,1.5272,1.6555,1.6957,2.0182,2.0511,2.2011,2.6003,2.7982,3.2372,3.0175,3.6592,3.6067,3.4554,2.8346,3.1808,3.1076,3.3227,3.2785,3.4797,2.8674,2.7269,2.7348,3.1796,2.9147,2.5103,2.632,3.1045,4.1123,3.7849,4.1773,3.653,4.4468,4.6301,5.9007,5.6222,5.7284,6.9531,5.8211,6.09,5.711,6.9713,7.524,7.3496,7.3346,8.4607,9.0721,9.9529,9.7681,10.5133,10.8554,10.7884,10.4389,11.2232,10.756,13.3808,10.3243,11.7076,11.8999
파푸아뉴기니,0.17954,0.20152,0.19786,0.25648,0.26747,0.30411,0.34075,0.43602,0.50197,0.55693,0.6925,0.8244,1.2677,1.3447,1.5865,1.5316,1.5719,1.5792,1.6744,1.7954,1.8283,1.9309,1.9456,2.0079,2.0445,2.1251,2.0628,2.334,2.1984,2.0335,2.1544,2.1691,2.1911,2.1911,2.1859,2.0592,2.1901,2.6148,3.5325,2.5522,2.9379,3.336,3.6624,4.0571,4.6944,4.9802,5.0509,6.5811,5.5446,5.2646,4.7147,5.2984,5.0686,5.4296,6.6598,6.6386,7.0352,6.6602,7.6069,7.8171,7.7239,7.9462,7.8231
파라과이,0.30405,0.36268,0.39199,0.41031,0.43226,0.54948,0.51284,0.48725,0.58981,0.52014,0.74344,0.63347,0.71376,0.86744,0.95104,0.83649,1.03,1.153,1.4537,1.3254,1.4855,1.3832,1.3624,1.4079,1.49,1.5478,1.6546,1.8766,2.1437,2.2234,2.1356,2.1034,2.5799,2.9141,3.4043,3.9371,3.7188,4.128,4.3839,4.3759,3.6061,3.6955,3.8573,4.0315,4.0613,3.7799,3.9087,4.0416,4.278,4.5315,5.0218,5.1987,5.1733,5.1721,5.4582,6.0476,7.1934,7.9325,8.4005,8.1367,7.3663,9.2644,9.018
페루,8.1646,8.6336,9.9596,10.2232,12.2528,11.9515,13.2411,13.6403,14.4866,15.2853,17.7658,18.5907,18.148,19.7228,21.3252,21.9272,22.4004,23.296,22.4127,22.2173,24.0647,24.0268,23.6001,20.3929,20.6325,19.4546,21.7751,25.6937,25.0181,21.7621,21.4008,20.7579,20.9858,23.8848,24.1766,25.1431,24.7171,27.7472,28.0622,29.5624,28.6775,25.4158,25.4394,24.6756,28.3341,30.3211,28.1973,34.306,35.2986,39.5112,42.5051,42.1731,45.5087,43.0239,49.3883,49.2279,52.7327,54.859,55.8482,58.365,46.9652,56.4701,60.9211
필리핀,8.3251,8.7125,10.3359,11.4718,12.8228,13.9646,16.1041,18.2089,22.2228,22.8295,24.7514,27.5517,26.4094,31.5013,30.4923,32.4824,35.0662,36.6761,37.3802,38.031,36.8686,34.5282,34.8385,35.2391,30.8313,27.8991,29.0247,32.4958,37.4847,38.9065,41.3495,43.4719,48.2928,48.9288,54.1582,59.9646,61.265,70.0694,68.2636,68.1879,72.3568,70.326,70.2668,70.287,72.8061,73.3032,66.5537,70.7959,77.3306,76.6101,83.0634,83.908,88.6286,96.0359,101.4836,112.4491,121.7925,135.1501,141.5178,144.16,132.851,142.7538,150.396
폴란드,199.5771,207.2354,216.6072,230.9988,242.8805,246.9809,252.431,259.0255,275.801,293.3653,304.1434,312.8808,329.5064,335.59,346.2366,374.7801,398.1187,417.955,430.8701,441.3086,463.3291,408.997,420.9704,421.0238,432.4674,444.5079,451.8487,463.7326,444.23,422.1751,376.6413,373.6228,364.5106,365.1749,360.2184,362.6145,377.2854,367.2357,339.0764,329.2662,317.4522,313.5006,306.1228,318.9497,323.7941,322.7651,336.5727,335.9202,329.5671,316.0212,334.2246,333.5988,325.9533,321.927,309.5824,312.7154,323.547,336.7654,336.0809,317.6825,302.4371,331.0772,323.1173
포르투갈,8.2135,9.078,9.2899,10.0116,11.0074,11.5825,11.8351,12.3916,12.9924,14.5928,15.2365,16.3757,18.3073,19.9451,20.6449,21.2752,22.3258,22.605,22.5848,24.8556,26.7735,27.0005,28.9999,29.9016,28.7938,27.1297,30.2211,31.1983,32.5676,40.8222,45.2788,47.0971,50.9201,49.434,50.2067,54.4684,51.7615,54.6271,59.1686,66.8375,65.6114,65.1525,69.5597,64.4558,67.3033,69.6346,64.8428,62.3546,60.0279,57.1364,52.934,51.7398,49.8986,48.1027,47.885,52.2034,50.3667,55.1063,51.3727,47.494,41.6952,39.9383,41.605
카타르,0.17587,0.16122,0.19053,6.1335,6.2691,6.2874,6.2728,6.6831,7.0752,7.1666,7.5615,9.1443,10.7754,12.4572,10.4785,10.9474,10.3749,9.916,10.519,14.3424,13.0817,12.8407,12.3349,11.2426,12.298,12.3778,13.267,11.4705,11.8977,14.2924,11.4112,17.3805,26.7803,30.6845,32.3434,33.1371,34.4237,42.1824,36.8877,36.2481,40.3145,45.8173,45.0667,46.515,47.3204,47.5507,59.63,59.383,61.6369,65.0737,73.4216,81.4933,93.321,82.8081,91.1776,91.1943,87.3851,100.1113,95.4639,101.019,102.5012,107.2181,101.3404
남수단 공화국,0.1132,0.11534,0.12357,0.13975,0.1547,0.20199,0.21999,0.26515,0.25844,0.34815,0.40398,0.41466,0.44762,0.45158,0.47294,0.35272,0.31245,0.31672,0.28621,0.29719,0.31184,0.30299,0.31855,0.32526,0.2917,0.33899,0.35364,0.27888,0.40337,0.31275,0.43389,0.40642,0.3634,0.25051,0.34448,0.35608,0.36737,0.44975,0.38995,0.4229,0.45982,0.52908,0.67432,0.75335,0.95198,0.91201,0.99867,1.1732,1.2391,1.2907,1.3133,1.2812,1.33,1.4436,1.5206,1.9126,1.7038,1.4546,1.7367,1.7807,1.6928,1.8441,1.8336
레위니옹,53.3941,55.7161,63.8128,69.4555,72.037,78.6369,84.0907,92.0288,100.0794,111.5274,119.9815,125.66,132.2079,144.6908,150.6078,161.8616,174.2746,177.8325,193.2439,195.3236,195.8066,197.3225,194.8769,199.6598,188.3234,193.4455,201.0696,211.0207,211.5678,212.9659,176.5069,142.2082,132.0112,122.6938,120.9047,125.7119,129.1472,118.1564,104.8605,89.01,93.334,98.9879,99.2977,103.818,103.2769,101.8371,104.296,109.0196,107.8945,88.4822,86.0941,92.8035,91.1267,79.3656,79.1269,78.0319,76.7145,79.6489,80.2797,76.8852,74.0265,77.1906,73.5213
루마니아,884.5549,912.2216,957.4302,1026.8029,1092.0318,1158.4461,1223.3773,1279.2259,1315.1761,1369.6697,1440.5322,1528.699,1608.3855,1676.3117,1740.1442,1829.1441,1899.5913,1964.2036,2031.6598,2048.51,2129.1103,2088.5706,2127.9467,2158.129,2177.2928,2348.1415,2348.7267,2358.1496,2436.0941,2404.9739,2536.2477,2406.7557,1966.5048,1866.7291,1647.6646,1619.7271,1586.8221,1482.2445,1465.2535,1494.1788,1479.1425,1515.6471,1506.7879,1537.0183,1543.9571,1562.5769,1623.0019,1623.7813,1652.0645,1545.0344,1632.7832,1685.9096,1701.2683,1640.4374,1639.9591,1638.6753,1634.885,1666.1212,1712.4944,1705.0309,1632.9293,1711.9933,1652.1773
러시아 연방,0.069825,0.091495,0.084272,0.084272,0.03664,0.047632,0.043968,0.040304,0.05496,0.058624,0.058624,0.062288,0.065952,0.069616,0.07328,0.17587,0.26747,0.26747,0.28946,0.29678,0.49464,0.6009,0.60822,0.69616,0.63387,0.61555,0.59723,0.61142,0.69231,0.68425,0.52386,0.47214,0.47949,0.48295,0.46212,0.45476,0.46404,0.48253,0.48152,0.50262,0.51513,0.52238,0.51887,0.5091,0.51576,0.51422,0.51442,0.54218,0.52782,0.55826,0.58098,0.64358,0.71847,0.78227,0.8298,0.97018,1.0483,1.1551,1.2874,1.3727,1.3718,1.5534,1.5478
르완다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세인트헬레나,0,0,0,0,0,0,0,0,0.003664,0,0,0,0,0,0,0,0,0,0,0,0,0.007328,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.007328,0.007328,0.007328,0.007328,0.007328,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.014656,0.010992,0.010992,0.014656,0.01832,0.017654,0.017816
세인트키츠 네비스,,,,,,,,,,,,,,,,,,,,,,0.05496,0.065952,0.051296,0.051296,0.051296,0.058624,0.05496,0.065952,0.065952,0.10626,0.10626,0.10992,0.11358,0.12091,0.12824,0.1319,0.1429,0.15022,0.16122,0.17221,0.17587,0.19786,0.19786,0.21251,0.19786,0.20152,0.21618,0.21618,0.2235,0.21984,0.23083,0.21984,0.2235,0.23083,0.2345,0.23816,0.24182,0.24549,0.25282,0.23083,0.22244,0.22449
세인트루시아,0.014656,0.01832,0.01832,0.021984,0.021984,0.025648,0.029312,0.032976,0.03664,0.062288,0.065952,0.069616,0.076944,0.080608,0.07328,0.076944,0.084272,0.069616,0.098928,0.15022,0.11358,0.095264,0.11358,0.10259,0.11358,0.12824,0.1319,0.14656,0.16488,0.16488,0.17954,0.19053,0.21251,0.2345,0.26014,0.2748,0.29312,0.29678,0.3261,0.33709,0.34808,0.35907,0.35907,0.37739,0.40304,0.38838,0.41037,0.42502,0.42502,0.42502,0.48731,0.48731,0.49098,0.48731,0.48365,0.47998,0.47632,0.49098,0.5093,0.50197,0.48365,0.46606,0.47035
생 피에르 미켈론,0.03664,0.047632,0.032976,0.03664,0.047632,0.040304,0.043968,0.051296,0.040304,0.032976,0.03664,0.047632,0.069616,0.040304,0.043968,0.032976,0.047632,0.03664,0.032976,0.03664,0.03664,0.040304,0.040304,0.032976,0.03664,0.032976,0.047632,0.051296,0.065952,0.10259,0.0916,0.10259,0.095264,0.07328,0.069616,0.069616,0.069616,0.047632,0.05496,0.05496,0.05496,0.05496,0.058624,0.062288,0.058624,0.062288,0.065952,0.065952,0.065952,0.065952,0.065952,0.065952,0.065952,0.065952,0.065952,0.065952,0.065952,0.065952,0.058624,0.065952,0.062288,0.060022,0.060576
세인트빈센트 그레나딘,0.010992,0.010992,0.010992,0.014656,0.01832,0.014656,0.01832,0.01832,0.021984,0.029312,0.029312,0.029312,0.03664,0.040304,0.032976,0.032976,0.032976,0.032976,0.03664,0.029312,0.03664,0.03664,0.040304,0.047632,0.065952,0.065952,0.065952,0.076944,0.065952,0.076944,0.080608,0.084272,0.084272,0.10259,0.12091,0.12824,0.1319,0.1319,0.16122,0.16488,0.14656,0.17954,0.18686,0.19786,0.21984,0.21984,0.21618,0.2345,0.21984,0.27846,0.21984,0.21618,0.23083,0.21984,0.25282,0.2345,0.24182,0.21618,0.24182,0.22717,0.24549,0.23656,0.23874
사모아,0.014656,0.01832,0.01832,0.021984,0.025648,0.029312,0.025648,0.025648,0.029312,0.029312,0.029312,0.03664,0.03664,0.03664,0.043968,0.058624,0.043968,0.07328,0.098928,0.084272,0.076944,0.076944,0.065952,0.065952,0.065952,0.076944,0.080608,0.080608,0.084272,0.084272,0.087936,0.095264,0.098928,0.10259,0.095264,0.11358,0.12458,0.12458,0.1429,0.13557,0.1429,0.15389,0.16122,0.15755,0.16488,0.16854,0.17221,0.17954,0.16122,0.16854,0.1832,0.19053,0.18686,0.19419,0.20152,0.22717,0.23816,0.24549,0.23816,0.27114,0.24182,0.25234,0.24949
상투메와 프린시페,0.010992,0.010992,0.010992,0.007328,0.010992,0.010992,0.010992,0.010992,0.014656,0.014656,0.014656,0.010992,0.010992,0.014656,0.01832,0.01832,0.029312,0.029312,0.032976,0.032976,0.040304,0.043968,0.047632,0.05496,0.051296,0.05496,0.051296,0.051296,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.051296,0.058624,0.065952,0.07328,0.076944,0.084272,0.084272,0.084272,0.0916,0.10259,0.098928,0.10992,0.10992,0.12824,0.13557,0.15022,0.13923,0.13923,0.1429,0.13923,0.14571,0.13226
